bundle,key,english,zh_hans,source
Resources.bundle,ADD_STICKERS_IMPORT_ZIP_FROM_URL,Import ZIP from URL,通过 URL 导入 ZIP,key_override
Resources.bundle,STATUS_CONTACT_GROUPS_LABEL,Show Contact Groups,显示联系人分组,key_override
Resources.bundle,ARCHIVE_LOCK_LOCK_MESSGAE,"If you receive new messages from this chat, it will not move back to Chats list.",如果此聊天收到新消息，它不会移回聊天列表。,key_override
Resources.bundle,CUSTOM_TONES_CELL_INVALID_FILE,Invalid File,无效文件,value_override
Resources.bundle,CONTACTS_SPOOFING_LAST_NAME_PLACEHOLDER,Last Name,姓,key_override
Resources.bundle,CHAT_LIST_SORT_NAME_DESC_SHORT_TITLE,Name ↑,名称 ↑,key_override
Resources.bundle,SWIPE_TO_DELETE_LABEL,Swipe To Delete Chat,滑动删除聊天,key_override
Resources.bundle,SHARE_SHEET_SHARE_DOCUMENT_BUTTON,Share Document,分享文档,value_override
Resources.bundle,AUTO_REPLY_DELETE_REPLY_BUTTON,Delete Auto Reply,删除自动回复,key_override
Resources.bundle,CHAT_DETAILS_SECTION_TITLE,Chat Details,聊天详情,key_override
Resources.bundle,STATUS_ARCHIVE_NAVIGATION_BUTTON,Archive,归档,key_override
Resources.bundle,EXPORT_AUDIO_MESSAGES_LABEL,Export Audio Messages,导出音频消息,key_override
Resources.bundle,READ_COLOR_LABEL,Read Color,已读颜色,key_override
Resources.bundle,HIDE_CHATS_LABEL,Hide Chats,隐藏聊天,value_override
Resources.bundle,SHARE_SHEET_VIDEO_LIBRARY_BUTTON,Video Library,视频库,value_override
Resources.bundle,HIDE_CHATS_CHAT_LIST_ACCESS_DESC,Add a long press gesture to Chat's List compose button to access hidden chats messages,在聊天列表的撰写按钮上增加长按手势，以访问隐藏聊天消息。,key_override
Resources.bundle,UNABLE_TO_SEND_RECEIVE_MESSAGES_TITLE,Unable to send and receive messages?,无法收发消息？,key_override
Resources.bundle,CHAT_LIST_FILTER_UNREAD_TITLE,Unread,未读,value_override
Resources.bundle,MANAGE_TABS_ORGANIZE_RESET_DEFAULTS_BUTTON,Reset Defaults,恢复默认,key_override
Resources.bundle,REDEEM_FAILED_TITLE,Redeem Failed,兑换失败,key_override
Resources.bundle,CUSTOM_TONES_RENAME_ALERT_MESSAGE,Enter a new filename,输入新的文件名,key_override
Resources.bundle,MORE_TWEAKS_DESC,"These tweaks are separate from Watusi but merged together in a single IPA for non-jailbroken devices.

Each tweak might require a specific license in order to be activated or to remove ads.","这些 tweak 独立于 Watusi，但在非越狱设备上会合并到同一个 IPA 中。

每个 tweak 可能都需要单独的许可证才能激活或去除广告。",key_override
Resources.bundle,LOGIN_OR_REGISTER,Login or Register,登录或注册,key_override
Resources.bundle,GENERATE_BROADCAST_LISTS_BUTTON_TITLE,Generate Lists,生成列表,key_override
Resources.bundle,GROUPS_LIST_DESC,Adds a navigation bar button to open a list of all your groups.,在导航栏中新增一个按钮，用于打开你的所有群组列表。,key_override
Resources.bundle,EXPORT,Export,导出,value_override
Resources.bundle,HOW_TO_REMOVE_ADS_CONTENT,"You have to go into Watusi settings > Accounts & Ad Removal > Create/Login with your account, and you'll see an option to purchase a license which will remove the advertisments.",前往 Watusi 设置 > Accounts & Ad Removal > 创建/登录账号，然后你会看到购买许可证的选项，购买后即可去除广告。,key_override
Resources.bundle,REVOKE_MESSAGES_DISABLE_CONTACTS_REVOKING_DESC,Messages that your contacts delete for everyone will not be deleted from your device and will show an icon to indicate that your contact has revoked it.,联系人“删除所有人”的消息不会从你的设备中删除，并会显示一个图标表示该联系人已撤回该消息。,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_VIDEO,Video,视频,key_override
Resources.bundle,SHOW_SECONDS_DESC,Added seconds to lastseen/messages and other date strings in WhatsApp,在 WhatsApp 的最后上线、消息时间及其他日期字符串中显示秒数。,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_WEB_REQUEST_POST_DATA_HEADER,Request Post Data,请求 POST 数据,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_CASE_INSENSITIVE_MATCH_DESC,Treat upper- and lowercase letters as being the same,匹配时忽略大小写。,key_override
Resources.bundle,MANAGE_TABS_ENABLE_LABEL,Manage Tab Bar,管理标签栏,key_override
Resources.bundle,MESSAGE_SCHEDULER_ALERT_SCHEDULE_MESSAGE,Schedule Message,定时发送消息,key_override
Resources.bundle,ARCHIVE_LOCK_UNLOCK_MESSAGE,"When a new message is received, the chat will move back to chats list.",收到新消息时，此聊天将移回聊天列表。,key_override
Resources.bundle,STATUS_TEXT_SHARE_TEXT,Share Text,分享文本,key_override
Resources.bundle,SENT_BUBBLE_BACKGROUND_LABEL,Sent Bubble Background,发送气泡背景,key_override
Resources.bundle,CHAT_DETAILS_ALL_RECEIVED_MESSAGES_HEADER,Received Messages,收到的消息,key_override
Resources.bundle,CHAT_DETAILS_ALL_MESSAGES,All Messages,全部消息,key_override
Resources.bundle,ARCHIVE_LOCK_MUTE_LABEL,Mute Locked Chats Notifications,静音已锁定聊天的通知,key_override
Resources.bundle,BROADCAST_MESSAGE_INDICATOR_DESC,"Adds an icon next to contacts' messages that are sent to you via broadcast, to help you differentiate it from messages that are directly sent just to you.",在联系人通过广播发送给你的消息旁新增一个图标，帮助你区分它与仅发送给你的普通消息。,key_override
Resources.bundle,STATUS_DOWNLOAD_GIF_SHARE_AS_VIDEO,Share as Video,分享为视频,key_override
Resources.bundle,GENERATE_BROADCAST_LISTS_ALERT_MESSAGE,This will automatically create multiple broadcast lists with 256 contacts in each from your WhatsApp contacts,这将根据你的 WhatsApp 联系人自动创建多个广播列表，每个列表包含 256 个联系人。,key_override
Resources.bundle,SHARE_SHEET_PHOTOVIDEO_LIBRARY_BUTTON,Photo/Video Library,照片/视频库,key_override
Resources.bundle,%zd_CONTACTS,%zd Contacts,%zd 个联系人,key_override
Resources.bundle,DEVELOPER_SECTION_HEADER,Developer,开发者,key_override
Resources.bundle,SHARE_SHEET_BLOCK_UNBLOCK_BUTTON,Block/Unblock Contact,拉黑/取消拉黑联系人,key_override
Resources.bundle,SWIPE_FOR_CONTACT_INFO_LABEL,Swipe for Contact Info,右滑查看联系人信息,key_override
Resources.bundle,CALL_CONFIRM_LABEL,Call Confirm,通话确认,key_override
Resources.bundle,STATUS_ARCHIVE_EXPORT_BUTTON,Export,导出,value_override
Resources.bundle,MESSAGE_HISTORY_EDITED_DATE,Edited on #date,编辑于 #date,key_override
Resources.bundle,READ_RECEIPTS_BUTTON,Read Receipts,已读回执,value_override
Resources.bundle,AUTO_REPLY_MESSAGE_AVAILABLE_TAGS_DESC,Tags can be included in a message text to be replaced with its corresponding value,可在消息文本中插入标签，发送时会替换为对应的值。,key_override
Resources.bundle,HIDE_META_AI_FLOATING_BUTTON_DESC,Remove the floating meta AI button from the chats list,移除聊天列表中的 Meta AI 悬浮按钮。,key_override
Resources.bundle,STATUS_HIDE_TABBAR_BADGES_LABEL,Hide Status Badges,隐藏状态徽标,key_override
Resources.bundle,ALL_SECTION_SHORT_TITLE,All,全部,value_override
Resources.bundle,MANAGE_TABS_ORGANIZE_LABEL,Tab Bar Items,标签栏项目,key_override
Resources.bundle,PHOTO_LIBRARY_DOCUMENT_CHOOSE_FILENAME_MESSAGE,Choose file name,选择文件名,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_LABEL,Message,消息,value_override
Resources.bundle,NOTIFICATIONS_LABEL,Notifications,通知,value_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_MESSAGE,Message,消息,value_override
Resources.bundle,CHAT_LIST_ACTIONS_CLEAR_SELECTED_CHATS,Clear Selected Chats,清空已选聊天,key_override
Resources.bundle,IPAD_FULLSCREEN_MODE_DESC,Open WhatsApp in fullscreen just like any other iPad-compatible app.,像其他兼容 iPad 的应用一样，以全屏方式打开 WhatsApp。,key_override
Resources.bundle,LASTSEEN_AUTO_SWITCH_LABEL,Lastseen Privacy Auto switch,最后上线隐私自动切换,key_override
Resources.bundle,ARCHIVE_LOCK_LABEL,Archive Lock,归档锁定,key_override
Resources.bundle,DISABLE_READ_RECEIPTS_LABEL,Disable Read Receipts,禁用已读回执,key_override
Resources.bundle,CHAT_DETAILS_TEXT,Text,文本,value_override
Resources.bundle,AUTO_REPLY_RECIPIENTS_ALL_CHATS_EXCEPT,All Chats Except,除以下外的所有聊天,key_override
Resources.bundle,REVOKE_MESSAGES_DISABLE_CONTACTS_REVOKING_LABEL,Keep Contacts Deleted Messages,保留联系人已删除的消息,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_AVAILABLE_TAGS_MESSAGE_TEXT_DESC,Replaced with the received message,替换为收到的消息内容。,key_override
Resources.bundle,DOWNLOAD,Download,下载,value_override
Resources.bundle,IMPORT_SETTINGS_BUTTON,Import,导入,value_override
Resources.bundle,WHATSAPP_VOICE_CALL_BUTTON,WhatsApp Voice Call,WhatsApp 语音通话,key_override
Resources.bundle,IN_APP_BROWSER_DESC,Open web urls inside WhatsApp instead of switching to safari. Allowed Domains will not open in-app but will redirect to their corresponding app if exists or safari.,在 WhatsApp 内打开网页链接，而不是跳转到 Safari。允许的域名不会在应用内打开，而是会跳转到对应的 App（如存在）或 Safari。,key_override
Resources.bundle,NEW_THEME_ALERT_PLACEHOLDER,Theme,主题,value_override
Resources.bundle,HIDE_HIDDEN_CHATS_STATUSES_LABEL,Hide Statuses,隐藏状态,key_override
Resources.bundle,STICKERS_NO_STICKERS_TITLE,No Stickers,暂无贴纸,key_override
Resources.bundle,CONTACTS_SPOOFING_NAME_HEADER,Name,名称,value_override
Resources.bundle,START_VOICE_CALL_WITH,Start voice call with,向以下对象发起语音通话,key_override
Resources.bundle,HIDE_MUTED_BADGES_DESC,Hide WhatsApp badges for muted chats & groups.,隐藏已静音聊天和群组的 WhatsApp 徽标。,key_override
Resources.bundle,SHARE_SHEET_FULL_SCREENSHOT_ALERT_BUTTON,Screenshot,截图,key_override
Resources.bundle,FAVORITES_CONTROLLER_DELETE_ALL_MESSAGE,Delete all favorite contacts,删除所有收藏联系人,key_override
Resources.bundle,SELECT_ALL,Select All,全选,value_override
Resources.bundle,CHAT_PROTECTION_LOCKED_CHATS,Locked Chats,已锁定聊天,key_override
Resources.bundle,SHARE_SHEET_PAYMENT_BUTTON,Send Payment,发送付款,key_override
Resources.bundle,CUSTOM_TONES_DOWNLOAD_ALERT_MESSAGE,Enter an audio file URL,输入音频文件 URL,key_override
Resources.bundle,MESSAGE_FORWARD_DESC,Adds a new forward button to chat edit toolbar which is used to forward multiple messages to more than one contact at a time.,在聊天编辑工具栏中新增转发按钮，用于将多条消息一次转发给多个联系人。,key_override
Resources.bundle,MEDIA_DELETE_ALERT_MESSAGE,Delete all media,删除所有媒体,key_override
Resources.bundle,PROTECT_HIDDEN_CHATS_SETTINGS,Protect Hidden Chats Settings,保护隐藏聊天设置,key_override
Resources.bundle,BYPASS_STARRED_MESSAGES_PROTECTION_LABEL,Bypass Starred Msgs Protection,绕过星标消息保护,key_override
Resources.bundle,CHAT_DETAILS_INF_HEADER,Info,信息,value_override
Resources.bundle,SAVE_EDITED_MESSAGES_HISTORY_DESC,Save message history when a message is edited,在消息被编辑时保存消息历史。,key_override
Resources.bundle,FONT_NAME_LABEL,Font Name,字体名称,key_override
Resources.bundle,EXPORT_SETTINGS_LABEL,Export Settings,导出设置,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_REPLY_MESSAGE_DESC,The message that will be auto replied,将自动回复的消息内容。,key_override
Resources.bundle,CONFIRM_SENDING_STICKER_CONFIRMATION_BUTTON,Send Sticker,发送贴纸,key_override
Resources.bundle,ENABLE_LOCAL_NOTIFICATIONS_LABEL,Enable Local Notifications,启用本地通知,key_override
Resources.bundle,MEDIA_LINKS_DELETE_ALERT_MESSAGE,Delete all links,删除所有链接,key_override
Resources.bundle,OPACITY_LABEL,Opacity,不透明度,key_override
Resources.bundle,AUTO_REPLY_EDIT_MESSAGE_TYPE_LABEL,Message Type,消息类型,key_override
Resources.bundle,CHAT_LIST_SORT_MESSAGE_DATE_DESC_SHORT_TITLE,Default,默认,value_override
Resources.bundle,STATUS_CONTACT_GROUPS_EXPORT_BUTTON,Export,导出,value_override
Resources.bundle,HIDDEN_CHATS,Hidden Chats,隐藏聊天,key_override
Resources.bundle,CANCEL,Cancel,取消,value_override
Resources.bundle,THEMES_SECTION_HEADER,Themes,主题,value_override
Resources.bundle,AUTO_SHOW_KEYBOARD_LABEL,Show Keyboard,显示键盘,key_override
Resources.bundle,START_GROUP_VIDEO_CALL_WITH,Start group video call,发起群组视频通话,key_override
Resources.bundle,MANAGE_TABS_DESC,Reorder and remove default WhatsApp tabs or add custom ones,重新排序或移除默认 WhatsApp 标签，也可以添加自定义标签。,key_override
Resources.bundle,MORE,More,更多,key_override
Resources.bundle,STATUS_DISABLE_AUTO_ADVANCE_DESC,Disable auto advance to next status.,禁止自动切换到下一个状态。,key_override
Resources.bundle,CHAT_PROTECTION_USE_TOUCH_ID,Use Touch ID,使用 Touch ID,value_override
Resources.bundle,CONTACTS_SPOOFING_ABOUT_PLACEHOLDER,About Text,简介文本,key_override
Resources.bundle,RELAUNCH_MESSAGE,WhatsApp needs to relaunch in order to apply changes,WhatsApp 需要重新启动以应用更改。,key_override
Resources.bundle,CONTRIBUTE_LABEL,Contribute,参与贡献,key_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_IMAGE,Image,图片,value_override
Resources.bundle,CHAT_LIST_ACTIONS_CLEAR_BUTTON,Clear,清空,value_override
Resources.bundle,SAVE_EDITED_MESSAGES_HISTORY_LABEL,Keep Edited Messages History,保留已编辑消息历史,key_override
Resources.bundle,ENTER_PROMO_CODE_MESSAGE,Enter your promo code,输入你的优惠码,key_override
Resources.bundle,REDEEM_FAILED_WRONG_CODE_MESSAGE,Invalid Promo Code,无效的优惠码,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_AUDIO,Audio,音频,value_override
Resources.bundle,SHARE_SHEET_SHARE_LOCATION_BUTTON,Share Location,分享位置,key_override
Resources.bundle,CANT_VIEW_CONTACTS_LASTSEEN_TITLE,Why I can't see my contacts last seen?,为什么我看不到联系人的最后上线？,key_override
Resources.bundle,CUSTOM_TONES_RENAME_ALERT_TITLE,Rename,重命名,value_override
Resources.bundle,SWIPE_TO_DELETE_BUTTON,Swipe to Delete Chat,滑动删除聊天,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_WEB_URL_DESC,The web URL from which the text message will be requested,用于请求文本消息的网页 URL。,key_override
Resources.bundle,HIDE_CALL_MUTE_LABEL,Hide Muted Call,隐藏通话静音状态,key_override
Resources.bundle,SHARE_SHEET_DISABLED_LABEL,Disabled,已禁用,value_override
Resources.bundle,FAVORITES_CONTROLLER_DELETE_ALL_BUTTON,Delete All,全部删除,key_override
Resources.bundle,USE_FACE_ID,Use Face ID,使用 Face ID,value_override
Resources.bundle,CONTINUED_AUDIO_MESSAGES_VOICE_TITLE,Voice Message,语音消息,key_override
Resources.bundle,UNBLOCK_CONTACT,Unblock Contact,取消拉黑联系人,key_override
Resources.bundle,AUTO_REPLY_RECIPIENTS_ALL_CONTACTS_EXCEPT,Contacts Except,除以下外的所有联系人,key_override
Resources.bundle,CHATS_MESSAGES_STATUS_ITEMS_LABEL,Message Status Items,消息状态项目,key_override
Resources.bundle,READ_RECEIPTS_DESC,Disable read receipts but still see your contacts receipts. You can still enable/disable read receipts for specific contacts from force/never lists or by selecting it on their profile.,禁用已读回执的同时仍可查看联系人的已读回执。你仍可通过强制/禁止列表或在联系人资料页中，为特定联系人启用或禁用已读回执。,key_override
Resources.bundle,STATUS_ARCHIVE_DROPDOWN_ALL_STATUSES,All Statuses,所有状态,key_override
Resources.bundle,MESSAGE_HISTORY_ALERT_TITLE,Message History,消息历史,key_override
Resources.bundle,MANABE_TAGS_ORGANIZE_CALLS_TAB_TITLE,Calls,通话,key_override
Resources.bundle,CHAT_LIST_ACTIONS_DESELECT_ALL,Deselect All,取消全选,key_override
Resources.bundle,CHAT_DETAILS_ALL_MESSAGES_FOOTER,Media messages are of type Image/Video/Audio/GIF,媒体消息类型包括图片/视频/音频/GIF。,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_IMAGE,Image,图片,value_override
Resources.bundle,STATUS_ARCHIVE_USER_DID_NOT_VIEW_MESSAGE,%@ did not view any of your statuses,%@ 未查看你的任何状态,key_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_DATE_TIME,Date & Time,日期与时间,key_override
Resources.bundle,SAVE_VIEW_ONCE_MEDIA_LABEL,Save View Once Media,保存“一次查看”媒体,key_override
Resources.bundle,STATUS_SHOW_STATUSES_MY_STATUS_ARCHIVE,Archive,归档,value_override
Resources.bundle,GROUP_EVENT_COLOR_LABEL,Group Event Color,群组事件颜色,key_override
Resources.bundle,THEME_FILE_IMPORT_FAILED_MESSAGE,The file must be a valid plist,该文件必须是有效的 plist,key_override
Resources.bundle,STATUS_CONTACT_GROUPS_GROUP_NAME_PLACEHOLDER,Group Name,分组名称,key_override
Resources.bundle,MAX_DEVICES_CONTENT,"You can use your account on 3 WhatsApp applications at the same time, you can manage your devices from your account page.",你的账号最多可同时在 3 个 WhatsApp 应用上使用，你可以在账号页面管理这些设备。,key_override
Resources.bundle,PUBLISH,Publish,发布,key_override
Resources.bundle,SWIPE_TO_DELETE_MESSAGE,Delete Chat,删除聊天,key_override
Resources.bundle,PRIVACY_LABEL,Privacy,隐私,value_override
Resources.bundle,LOGOUT,Logout,退出登录,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_SOURCE_DESC,Source of the reply message,回复消息的来源。,key_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_NAME,Name,名称,value_override
Resources.bundle,OLD_VERSION_ALERT,"Watusi supports latest WhatsApp version, please update WhatsApp from the AppStore.",Watusi 支持最新版本的 WhatsApp，请从 App Store 更新 WhatsApp。,key_override
Resources.bundle,ENABLE_HIDE_CHATS,Enable,启用,value_override
Resources.bundle,CLEAR_ALL_CHATS_DESCRIPTION,Clear all chats content including archived,清空所有聊天内容，包括已归档聊天。,key_override
Resources.bundle,RENAME,Rename,重命名,value_override
Resources.bundle,STATUS_ARCHIVE_VIEW_LABEL,View Archive,查看归档,key_override
Resources.bundle,APP_PROTECTION_LABEL,App Protection,应用保护,key_override
Resources.bundle,OPEN_PICTURE_ON_TAP_LABEL,Open Picture on Tap,点按打开头像,key_override
Resources.bundle,BLOCK_CONTACT_MESSAGE,Tap 'Block' to stop receiving messages from contact.,点按“拉黑”即可停止接收该联系人的消息。,key_override
Resources.bundle,IMPORT_SETTINGS_ALL_DATA_FOOTER,Only a ZIP file containing the settings PLIST files can be imported,只能导入包含设置 PLIST 文件的 ZIP 文件。,key_override
Resources.bundle,STATUS_ARCHIVE_VIEWERS_DELETED_ON_TEXT,You deleted it on,你已于,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_ADD_MATCHING_TEXT,Add Matching Text,添加匹配文本,key_override
Resources.bundle,STATUS_DOWNLOAD_VIDEO_SHARE,Share Video,分享视频,key_override
Resources.bundle,CHAT_LIST_ACTIONS_SELECT_ALL,Select All,全选,value_override
Resources.bundle,AUTO_REPLY_MESSAGE_REPLY_MESSAGE_LABEL,Reply Message,回复消息,key_override
Resources.bundle,STATUS_SHOW_STATUSES_HIDE_MUTED_LABEL,Hide Muted Statuses,隐藏已静音状态,key_override
Resources.bundle,MEDIA_FORWARD_MESSAGE_TO_%zd_CONTACT,Forward media to %zd contact,将媒体转发给 %zd 个联系人,key_override
Resources.bundle,TAP_TO_RECORD_SLIDE_LABEL,Tap & Slide to Cancel,点按并滑动取消,key_override
Resources.bundle,FORCE_RECEIPTS_ON_TYPING_LABEL,Send on Typing/Recording,输入/录音时发送,key_override
Resources.bundle,CLEAR_BROADCAST_BUTTON_DESC,Add a button on top left of broadcast chat when deleting messages in order to clear chat.,在删除消息时，为广播聊天左上角新增一个按钮，用于清空聊天。,key_override
Resources.bundle,MESSAGE_SCHEDULER_SEND_LONGPRESS_DESC,Enable long press gesture on chats' send button in order to directly schedule a message from the chats.,在聊天的发送按钮上启用长按手势，以便直接从聊天中定时发送消息。,key_override
Resources.bundle,DESELECT_ALL,Deselect All,取消全选,key_override
Resources.bundle,MANAGE_SETTINGS_THEMES_LABEL,Themes,主题,value_override
Resources.bundle,STATUS_CUSTOM_BACKGROUND_COLOR_DESC,Replace WhatsApp default text status colors with custom colors.,用自定义颜色替换 WhatsApp 默认的文字状态颜色。,key_override
Resources.bundle,SELECT_UNLIMITED_PHOTOS_LABEL,Unlimited Photos,无限照片,key_override
Resources.bundle,MESSAGE_SCHEDULER_SENDING_NOTIFICATION_MESSAGE,Sending Scheduled Message,正在发送定时消息,key_override
Resources.bundle,GROUP_AND_BROADCAST_DESELECT_ALL_BUTTON,None,无,value_override
Resources.bundle,CUSTOM_TONES_ADD_ALERT_TITLE,Add Sound File,添加声音文件,key_override
Resources.bundle,STATUS_TEXT_COPY_TEXT,Copy Text,复制文本,key_override
Resources.bundle,AUTO_CHECK_FOR_UPDATES_LABEL,Auto Check for Updates,自动检查更新,key_override
Resources.bundle,CUSTOM_TONES_RENAME_ERROR_ALERT_MESSAGE,File name already exists,文件名已存在,key_override
Resources.bundle,MANABE_TAGS_ORGANIZE_FAVORITES_TAB_TITLE,Favorites,收藏,key_override
Resources.bundle,SHARE_SHEET_ENABLED_LABEL,Enabled,已启用,value_override
Resources.bundle,MESSAGE_SCHEDULER_SEND_LONGPRESS_LABEL,Long press on send,长按发送,key_override
Resources.bundle,HIDE_CHATS_CHAT_LIST_ACCESS_LABEL,Long Press on Compose Button,长按撰写按钮,key_override
Resources.bundle,MESSAGE_SCHEDULER_MESSAGES_DESC,View and create scheduled messages,查看并创建定时消息,key_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_EDIT,Edit Schedule,编辑定时,key_override
Resources.bundle,IMPORT_SETTINGS_LABEL,Import Settings,导入设置,key_override
Resources.bundle,SWIPE_TO_DELETE_DESC,Long left swipe on a chat in chats list in order to delete chat,在聊天列表中向左长滑某个聊天即可删除该聊天。,key_override
Resources.bundle,FORCE_SEND_RECORDING_TO,Force Send Recording to...,强制向以下对象发送录音状态...,key_override
Resources.bundle,EMPTY,Empty,空,key_override
Resources.bundle,CHAT_LIST_ACTIONS_CLEAR_ALL_CHATS,Clear All Chats,清空所有聊天,value_override
Resources.bundle,INCREASE_ABOUT_LENGHT_LABEL,About Length,简介长度,key_override
Resources.bundle,CHAT_LIST_ADDONS_LABEL,Chat List,聊天列表,key_override
Resources.bundle,CHATS_TEXT_STYLE_LABEL,Text Style,文本样式,key_override
Resources.bundle,INCREASE_FORWARD_CONTACTS_LIMIT_LABEL,Forward Contacts Limit,转发联系人上限,key_override
Resources.bundle,AUTO_REPLY_DELAY_NONE,No delay,无延迟,key_override
Resources.bundle,GROUP_AND_BROADCAST_SELECT_ALL_BUTTON,All,全部,value_override
Resources.bundle,MEDIA_DELETE_BUTTON_LABEL,Media Delete Button,媒体删除按钮,key_override
Resources.bundle,HIDE_LAST_MESSAGE_LABEL,Hide Last Msg,隐藏最后一条消息,key_override
Resources.bundle,MEDIA_FORWARD_BUTTON_LABEL,Media Forward Button,媒体转发按钮,key_override
Resources.bundle,SHARE_SHEET_SHARE_LAST_PHOTO_BUTTON,Share Last Photo,分享最新照片,key_override
Resources.bundle,CHAT_LIST_FILTER_CONTACTS_TITLE,Contacts,联系人,value_override
Resources.bundle,STATUS_KEEP_CONTACTS_DELETED_STATUSES_DESC,Statuses that your contacts delete will not be removed from the statuses list until they expire in 24h. Deleted statuses will show a message in the header containing the time it was deleted.,联系人删除的状态在 24 小时过期前不会从状态列表中移除。已删除的状态会在顶部显示一条消息，标明其被删除的时间。,key_override
Resources.bundle,SHOW_REACTIONS_DATE_LABEL,Show Reactions Date,显示回应时间,key_override
Resources.bundle,AUTO_REPLY_DELAY_ONE_MINUTE,1 minute,1 分钟,key_override
Resources.bundle,CHAT_LIST_FILTER_DESC,Adds a new interface on chat list navigation bar to filter & sort the chats,在聊天列表导航栏中新增一个界面，用于筛选和排序聊天。,key_override
Resources.bundle,NEW_THEME_ALERT_MESSAGE,Enter your theme name,输入你的主题名称,key_override
Resources.bundle,MANAGE_SETTINGS_LABEL,Manage Settings,管理设置,key_override
Resources.bundle,MANAGE_TABS_ORGANIZE_SYSTEM_LABEL,System,系统,key_override
Resources.bundle,MESSAGE_SCHEDULER_LABEL,Message Scheduler,定时消息,key_override
Resources.bundle,NEW_CHAT_OPTIONS_ALERT_PICKER_BUTTON,Select Contact,选择联系人,key_override
Resources.bundle,IPAD_FULLSCREEN_MODE_LABEL,iPad Full Screen,iPad 全屏,key_override
Resources.bundle,CHAT_DETAILS_ALL_MEDIA,All Media,全部媒体,key_override
Resources.bundle,HIDE_CHAT_STICKERS_BUTTON_LABEL,Hide Stickers,隐藏贴纸按钮,key_override
Resources.bundle,USE_TOUCH_ID,Use Touch ID,使用 Touch ID,value_override
Resources.bundle,STATUS_ARCHIVE_VIEWERS_BUTTON,Viewers,查看者,value_override
Resources.bundle,STICKERS_CREATE_STICKER_PACK_MESSAGE,"You can create your own sticker packs
by using the + button on top right","你可以使用右上角的 + 按钮
创建自己的贴纸包",key_override
Resources.bundle,PURCHASE_WATUSI_LICENSE_BUTTON,Purchase Watusi License,购买 Watusi 许可证,key_override
Resources.bundle,HIDE_CHAT_CONTACT_PICTURE_DESC,Hide your contacts profile pictures from chats and chat list,在聊天和聊天列表中隐藏联系人头像。,key_override
Resources.bundle,STATUS_ACTION_SHEET_MARK_VIEWED_BUTTON_TITLE,Mark as Viewed,标记为已查看,key_override
Resources.bundle,CHAT_LIST_FILTER_GROUPS_SHORT_TITLE,Groups,群组,value_override
Resources.bundle,MAX_DEVICES_TITLE,How many devices I can activate my license on?,我的许可证最多可以在多少台设备上激活？,key_override
Resources.bundle,CUSTOM_TONES_TABLE_SECTION_FOOTER,The imported tones will be available inside the chats Custom Tone section,导入的提示音会出现在聊天的“自定义提示音”分区中。,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_CASE_INSENSITIVE_MATCH,Case-Insensitive Match,忽略大小写匹配,key_override
Resources.bundle,CHAT_DETAILS_LOCATION,Location,位置,value_override
Resources.bundle,REDEEM_BUTTON,Redeem,兑换,value_override
Resources.bundle,URL_COLOR_LABEL,URL Color,URL 颜色,key_override
Resources.bundle,STATUS_DISABLE_AUTO_MARK_VIEWED_LABEL,Disable Auto Mark Viewed,禁止自动标记为已查看,key_override
Resources.bundle,STATUS_TEXT_SHARE_IMAGE,Share Image,分享图片,value_override
Resources.bundle,SYSTEM_EVENT_COLOR_LABEL,System Event Color,系统事件颜色,key_override
Resources.bundle,AUTO_REPLY_DELAY_ONE_HOUR,1 hour,1 小时,key_override
Resources.bundle,DISABLE_FORWARD_INDICATOR_LABEL,Disable Forwarded Indicator,隐藏转发标记,key_override
Resources.bundle,STATUS_ARCHIVE_VIEWERS_EXPORT_STATUS_BUTTON,Export Status,导出状态,key_override
Resources.bundle,DISABLE_VOIP_DESC,Blocked calls will not be presented inside and outside WhatsApp,被屏蔽的来电不会在 WhatsApp 内外弹出。,key_override
Resources.bundle,STICKER_PACKS_CUSTOM_TAB,Custom,自定义,value_override
Resources.bundle,SHARE_SHEET_FULL_SCREENSHOT_IMAGE_NOT_CREATED_MESSAGE,Image Not Created,图片未创建,key_override
Resources.bundle,SAVE_VIEW_ONCE_MEDIA_DESC,Adds a save button at the bottom of media view for view once media,在“一次查看”媒体的查看界面底部新增保存按钮。,key_override
